vehicle_id,driver_id,total_trips,total_revenue_usd,avg_duration_min,avg_distance_km
V008278,D008278,3,98.97,31.333333333333332,19.12
V036757,D036757,1,0.0,12.0,9.56
V041714,D041714,2,75.94,26.0,26.635
V037420,D037420,2,62.64,15.5,22.165
V036223,D036223,5,83.89,25.2,8.685999999999998
V000713,D000713,3,30.09,34.0,17.606666666666666
V023296,D023296,2,102.32,22.0,20.13
V015172,D015172,2,114.9,14.0,22.9
V022159,D022159,1,0.0,5.0,15.64
V045384,D045384,5,202.96,43.4,19.526000000000003
V036121,D036121,3,152.08,18.0,33.71333333333333
V001916,D001916,4,268.74,37.0,19.935000000000002
V009942,D009942,3,177.86,53.0,28.50333333333333
V021755,D021755,2,45.76,32.5,22.175
V019674,D019674,7,131.59,25.714285714285715,17.04714285714286
V020211,D020211,3,76.06,24.666666666666668,13.270000000000001
V003633,D003633,3,85.93,8.333333333333334,14.016666666666666
V048392,D048392,1,0.0,62.0,4.91
V013252,D013252,2,0.0,44.0,13.68
V015900,D015900,3,33.46,28.333333333333332,10.763333333333334
V028845,D028845,2,54.27,25.0,33.459999999999994
V021602,D021602,3,0.0,26.0,13.063333333333333
V016937,D016937,3,91.47,20.0,8.66
V009714,D009714,4,229.04,38.5,19.8325
V001284,D001284,4,59.48,38.5,17.2275
V020493,D020493,1,33.93,23.0,13.6
V043550,D043550,2,85.87,14.5,23.82
V011631,D011631,3,18.11,27.666666666666668,15.573333333333332
V038242,D038242,1,0.0,29.0,11.55
V041117,D041117,2,22.44,62.0,9.245000000000001
V014307,D014307,2,0.0,25.0,23.475
V007739,D007739,3,70.66,42.666666666666664,19.376666666666665
V011934,D011934,3,182.0,41.666666666666664,8.926666666666668
V039382,D039382,3,100.76,53.333333333333336,22.136666666666667
V022604,D022604,1,59.1,61.0,10.28
V043677,D043677,4,106.41999999999999,33.0,7.32
V029908,D029908,2,70.49,58.5,30.41
V018682,D018682,3,37.91,17.666666666666668,13.883333333333333
V012116,D012116,3,67.6,35.0,10.806666666666665
V029778,D029778,4,47.17,39.25,26.377499999999998
V031245,D031245,3,122.6,13.0,25.74
V030181,D030181,1,0.0,9.0,3.23
V041326,D041326,3,67.4,20.333333333333332,13.39
V003476,D003476,3,53.37,23.333333333333332,22.836666666666662
V026000,D026000,5,257.14,39.0,18.541999999999998
V034125,D034125,3,160.1,52.333333333333336,18.366666666666667
V001019,D001019,3,24.78,53.0,8.006666666666666
V018789,D018789,3,57.23,19.0,19.16333333333333
V019835,D019835,5,63.72,17.6,1.7259999999999998
V034348,D034348,5,93.58000000000001,32.4,14.044
V047731,D047731,2,120.34,59.0,26.24
V001228,D001228,3,168.39000000000001,35.0,21.39
V024208,D024208,1,0.0,52.0,1.02
V027733,D027733,2,154.39,33.5,32.905
V041263,D041263,3,230.23,31.333333333333332,24.653333333333332
V043444,D043444,2,110.84,65.0,17.95
V046061,D046061,2,0.0,31.5,13.145
V043475,D043475,3,138.22,50.0,26.74666666666667
V046734,D046734,2,108.07,56.0,23.15
V018632,D018632,1,0.0,7.0,14.57
V030028,D030028,5,108.80000000000001,25.2,20.889999999999997
V015057,D015057,2,78.61,52.0,9.84
V037846,D037846,1,0.0,47.0,22.03
V047394,D047394,3,94.16,52.666666666666664,13.973333333333334
V024481,D024481,1,0.0,45.0,27.83
V029823,D029823,5,120.04,35.0,9.148
V027442,D027442,2,55.36,15.5,20.22
V029951,D029951,2,0.0,20.0,17.630000000000003
V000849,D000849,3,107.44,42.5,18.209999999999997
V026768,D026768,2,91.19999999999999,51.5,13.149999999999999
V029895,D029895,1,0.0,55.0,12.65
V005785,D005785,1,0.0,37.0,7.29
V046872,D046872,1,0.0,40.0,11.57
V020242,D020242,1,0.0,13.0,23.12
V003615,D003615,5,107.53,16.4,18.11
V043900,D043900,2,146.1,25.5,31.865000000000002
V001580,D001580,3,89.52000000000001,17.666666666666668,11.146666666666667
V010795,D010795,1,0.0,36.0,17.99
V036747,D036747,2,0.0,45.0,20.52
V047029,D047029,5,109.93,28.6,20.692
V042367,D042367,2,0.0,38.5,15.395
V025810,D025810,2,95.59,21.5,21.705000000000002
V037273,D037273,1,0.0,50.0,5.01
V027241,D027241,3,70.0,26.666666666666668,9.676666666666668
V027743,D027743,4,104.59,28.0,7.2924999999999995
V038636,D038636,2,30.13,39.0,12.815
V042086,D042086,2,0.0,32.0,8.15
V019782,D019782,4,138.21,28.25,17.439999999999998
V032298,D032298,4,141.14,35.0,9.9625
V012164,D012164,3,238.44,32.0,30.02
V030030,D030030,2,58.48,44.5,25.145000000000003
V026899,D026899,3,146.94,49.0,27.353333333333335
V008217,D008217,5,329.64,55.4,11.854
V025825,D025825,1,0.0,40.0,25.19
V036378,D036378,5,68.71000000000001,18.0,15.006
V013820,D013820,5,318.34999999999997,43.4,16.478
V041064,D041064,1,71.75,12.0,34.16
V045519,D045519,1,37.43,26.0,17.32
V043070,D043070,1,27.34,45.0,4.7
V011847,D011847,3,83.04,37.666666666666664,17.133333333333336
V041463,D041463,4,93.14999999999999,30.0,21.8975
V031514,D031514,3,79.64,22.666666666666668,22.289999999999996
V018483,D018483,4,201.47,33.0,24.975
V017187,D017187,1,0.0,27.0,28.83
V001159,D001159,6,298.6,52.833333333333336,25.63166666666667
V037619,D037619,1,0.0,60.0,26.59
V024973,D024973,5,133.10999999999999,27.6,15.36
V038828,D038828,4,0.0,37.75,19.465
V016409,D016409,1,0.0,21.0,33.24
V007142,D007142,1,0.0,21.0,21.36
V036396,D036396,2,73.92,23.5,30.445
V006873,D006873,1,0.0,58.0,20.73
V036963,D036963,3,137.64,34.0,12.13
V008704,D008704,4,119.52,39.25,15.850000000000001
V038705,D038705,1,0.0,42.0,32.46
V046269,D046269,3,57.38,38.333333333333336,12.636666666666668
V034364,D034364,2,123.75,25.5,23.945
V012831,D012831,3,185.88,19.333333333333332,31.01666666666667
V048934,D048934,2,88.64,43.0,28.775
V001478,D001478,2,49.55,7.0,27.54
V005817,D005817,3,33.76,26.333333333333332,22.11666666666667
V021908,D021908,2,26.44,48.0,5.54
V020201,D020201,1,21.04,19.0,2.98
V019304,D019304,2,23.45,11.5,18.905
V038954,D038954,2,35.85,25.0,3.785
V038072,D038072,1,39.39,31.0,17.54
V027185,D027185,1,0.0,60.0,29.89
V011705,D011705,4,121.45,44.75,6.6525
V027564,D027564,6,101.77000000000001,31.833333333333332,12.156666666666666
V012366,D012366,1,41.07,8.0,24.83
V045363,D045363,2,0.0,48.5,21.3
V000948,D000948,5,243.66000000000003,47.2,17.448
V002252,D002252,4,247.49,58.75,21.415
V014818,D014818,1,0.0,13.0,27.14
V010658,D010658,1,0.0,24.0,29.1
V026406,D026406,1,69.81,43.0,27.04
V005600,D005600,2,55.26,43.5,26.32
V007095,D007095,1,0.0,25.0,34.0
V010975,D010975,3,105.84,26.333333333333332,21.14333333333333
V039543,D039543,1,66.15,27.0,23.73
V036858,D036858,2,60.15,41.0,20.4
V023785,D023785,3,0.0,37.333333333333336,25.849999999999998
V012200,D012200,4,168.58,52.75,28.1875
V042532,D042532,7,179.36,20.142857142857142,21.04714285714286
V003042,D003042,2,246.0,60.0,19.45
V004723,D004723,1,0.0,47.0,27.06
V044789,D044789,3,128.52,23.666666666666668,21.283333333333335
V016826,D016826,1,38.18,26.0,12.65
V018260,D018260,3,0.0,48.333333333333336,12.993333333333334
V003661,D003661,2,48.65,38.0,11.215
V007160,D007160,2,141.72000000000003,11.0,29.41
V033041,D033041,2,34.31,52.5,3.79
V005813,D005813,2,82.82,62.0,12.02
V020564,D020564,1,51.11,7.0,23.45
V000083,D000083,1,0.0,20.0,24.11
V049835,D049835,2,26.38,42.0,13.795
V027997,D027997,4,73.92,37.0,9.0075
V011409,D011409,2,0.0,33.5,19.235
V017914,D017914,1,82.53,59.0,32.7
V019333,D019333,3,94.44,60.0,2.13
V029359,D029359,2,0.0,31.5,30.195
V033155,D033155,2,0.0,48.0,20.275
V003571,D003571,2,65.36,43.0,27.88
V049553,D049553,1,29.08,12.0,12.84
V015981,D015981,2,62.86,53.0,6.21
V037021,D037021,2,23.97,34.0,8.99
V002608,D002608,2,147.84,59.0,25.65
V046938,D046938,2,63.73,42.0,14.370000000000001
V049322,D049322,1,0.0,42.0,32.47
V032884,D032884,5,251.88,34.8,21.276
V039902,D039902,7,296.88,31.571428571428573,20.00714285714286
V047928,D047928,7,379.91,22.285714285714285,23.44142857142857
V044502,D044502,2,106.5,45.0,18.91
V047401,D047401,4,246.01999999999998,42.25,25.72
V037035,D037035,1,89.35,29.0,29.88
V007930,D007930,3,181.69,18.666666666666668,22.64
V043555,D043555,4,203.18,38.25,17.94
V044032,D044032,3,84.43,46.666666666666664,19.840000000000003
V039752,D039752,3,43.68,23.0,11.699999999999998
V043018,D043018,4,58.65,31.25,19.4275
V013440,D013440,3,21.66,33.333333333333336,7.093333333333334
V029082,D029082,4,131.17,37.75,25.2175
V005113,D005113,2,88.81,46.5,15.225
V048838,D048838,5,310.40999999999997,24.4,20.916000000000004
V029794,D029794,1,0.0,38.0,31.2
V013617,D013617,1,0.0,51.0,23.15
V000334,D000334,1,0.0,41.0,13.28
V007968,D007968,2,0.0,12.0,18.195
V042275,D042275,3,0.0,25.666666666666668,20.87666666666667
V008497,D008497,8,425.46,35.375,17.644999999999996
V028471,D028471,2,111.09,34.0,26.7
V043790,D043790,1,0.0,11.0,6.04
V013957,D013957,1,0.0,28.0,21.27
V041819,D041819,2,96.51,30.5,25.965000000000003
V010315,D010315,6,419.5400000000001,36.833333333333336,26.523333333333337
V020091,D020091,3,73.01,35.666666666666664,28.88
V005449,D005449,4,148.55,42.0,11.2675
V011076,D011076,4,46.9,24.25,13.77
V030682,D030682,2,104.61000000000001,44.0,10.969999999999999
V045366,D045366,4,183.33999999999997,32.5,21.065
V034772,D034772,4,174.27999999999997,43.5,9.1875
V036648,D036648,2,58.25,45.0,15.225000000000001
V016539,D016539,3,86.28,44.0,7.349999999999999
V015265,D015265,3,95.33,43.333333333333336,8.706666666666667
V022721,D022721,1,67.1,65.0,21.97
V047995,D047995,2,0.0,49.0,25.575
V023780,D023780,1,26.86,21.0,8.2
V032584,D032584,1,32.05,28.0,8.63
V024833,D024833,1,22.28,8.0,8.38
V011263,D011263,5,237.93,48.8,29.344000000000005
V014628,D014628,5,85.25999999999999,26.8,11.978
V032705,D032705,2,102.04,15.0,15.475
V039760,D039760,2,56.91,26.0,16.3
V016397,D016397,4,46.0,37.75,22.655
V011260,D011260,2,54.01,26.5,20.35
V026777,D026777,3,131.06,21.666666666666668,17.17
V016478,D016478,1,0.0,56.0,10.96
V021713,D021713,1,0.0,57.0,16.19
V016586,D016586,2,101.44999999999999,33.0,20.215
V004682,D004682,3,14.41,13.666666666666666,17.996666666666666
V006581,D006581,1,51.75,17.0,22.63
V039796,D039796,2,56.2,44.0,27.235
V043110,D043110,4,120.02,40.25,16.945
V045748,D045748,2,0.0,20.5,9.545
V011881,D011881,1,16.07,25.0,2.67
V009850,D009850,1,36.34,45.0,9.13
V023295,D023295,1,51.77,48.0,18.29
V028284,D028284,2,42.97,60.0,9.965
V018553,D018553,4,141.22,20.25,20.5625
V026862,D026862,3,105.64,35.333333333333336,19.063333333333333
V016328,D016328,3,105.98,54.0,13.673333333333332
V018312,D018312,1,0.0,37.0,32.25
V016394,D016394,1,0.0,32.0,24.22
V027051,D027051,2,130.62,56.0,20.51
V045242,D045242,2,85.83,30.0,29.415
V009606,D009606,2,22.21,17.5,15.715
V046134,D046134,4,178.2,45.0,23.322499999999998
V009966,D009966,2,216.24,21.0,31.25
V001136,D001136,1,0.0,5.0,24.88
V004093,D004093,3,0.0,27.0,16.44333333333333
V047331,D047331,1,0.0,31.0,26.94
V009287,D009287,2,63.230000000000004,37.5,6.93
V036049,D036049,3,157.74,39.666666666666664,16.713333333333335
V000901,D000901,3,38.55,51.666666666666664,11.38
V009613,D009613,3,52.88,18.0,22.87
V021386,D021386,1,79.95,32.0,30.53
V043537,D043537,2,13.64,43.0,10.085
V045365,D045365,5,248.92,28.2,22.174
V010337,D010337,5,277.58,18.8,15.489999999999998
V017793,D017793,1,66.6,25.0,34.95
V033923,D033923,3,49.79,11.666666666666666,14.166666666666666
V025979,D025979,1,0.0,61.0,17.25
V003642,D003642,1,82.29,42.0,29.61
V018861,D018861,4,0.0,42.0,17.625
V025316,D025316,1,0.0,60.0,29.93
V033633,D033633,2,81.96,25.0,13.91
V033056,D033056,2,159.47,31.5,18.475
V017519,D017519,5,227.68,54.0,17.095999999999997
V047522,D047522,2,0.0,18.5,19.31
V027005,D027005,4,170.6,30.0,24.882499999999997
V036697,D036697,2,0.0,46.5,6.09
V011268,D011268,3,23.12,42.666666666666664,12.833333333333334
V033618,D033618,1,54.72,48.0,23.15
V009598,D009598,3,172.53,32.0,24.53
V039870,D039870,1,0.0,50.0,28.35
V014080,D014080,5,445.0,53.0,34.27
V042787,D042787,2,0.0,28.0,27.14
V026906,D026906,3,253.14999999999998,53.333333333333336,32.38999999999999
V026666,D026666,8,291.41999999999996,30.375,16.717499999999998
V032658,D032658,2,0.0,59.5,21.73
V029843,D029843,3,185.43,31.666666666666668,27.173333333333332
V025184,D025184,2,39.24,46.0,5.47
V016217,D016217,6,346.84000000000003,47.666666666666664,18.916666666666668
V022670,D022670,2,25.47,33.0,11.15
V040889,D040889,2,19.56,20.0,9.185
V023730,D023730,1,52.0,30.0,19.63
V037060,D037060,3,0.0,36.666666666666664,16.793333333333333
V028717,D028717,2,108.80000000000001,25.0,26.07
V043138,D043138,2,0.0,51.0,16.37
V011978,D011978,5,435.65,37.0,22.65
V042745,D042745,1,0.0,38.0,11.35
V024928,D024928,1,0.0,24.0,26.94
V049153,D049153,5,290.46,23.6,28.02
V025893,D025893,1,0.0,61.0,34.63
V015364,D015364,3,106.33,36.333333333333336,10.07
V004752,D004752,2,83.21,40.5,26.485
V038246,D038246,1,0.0,42.0,8.13
V022207,D022207,1,0.0,65.0,20.2
V001038,D001038,2,0.0,41.0,21.41
V049618,D049618,3,132.1,33.333333333333336,9.166666666666666
V014927,D014927,2,30.92,50.5,13.855
V002816,D002816,2,14.96,34.0,2.69
V032591,D032591,3,65.6,25.0,17.29
V045765,D045765,3,78.94,24.0,9.156666666666666
V038976,D038976,1,45.8,16.0,9.94
V007745,D007745,3,88.24,49.666666666666664,8.176666666666668
V013155,D013155,1,0.0,23.0,32.15
V036069,D036069,7,233.96,33.142857142857146,17.494285714285716
V019417,D019417,1,29.86,18.0,11.85
V045898,D045898,3,142.13,61.333333333333336,27.276666666666667
V025076,D025076,1,0.0,59.0,32.13
V027907,D027907,2,126.14,23.0,19.62
V028549,D028549,3,68.99,34.0,25.72666666666667
V029184,D029184,2,94.14,51.0,11.91
V005722,D005722,4,68.42,41.75,18.5325
V014996,D014996,3,70.98,32.333333333333336,13.96
V025963,D025963,2,146.7,43.5,21.2
V008507,D008507,8,182.14000000000001,40.0,23.153750000000002
V042070,D042070,1,15.79,26.0,2.64
V002501,D002501,4,121.28,47.75,18.645
V028667,D028667,3,125.18,40.666666666666664,19.85666666666667
V049335,D049335,4,169.70999999999998,42.5,19.3125
V036872,D036872,2,87.52,53.0,21.924999999999997
V027138,D027138,2,61.67,42.0,17.799999999999997
V021011,D021011,1,25.6,45.0,4.24
V038793,D038793,4,102.55,26.75,8.767499999999998
V024729,D024729,2,0.0,46.5,20.055
V009660,D009660,2,131.72,44.0,26.195
V028793,D028793,2,0.0,51.5,27.1
V022258,D022258,3,0.0,19.666666666666668,18.94
V023906,D023906,3,94.82,16.0,19.53
V018115,D018115,1,0.0,13.0,16.12
V026494,D026494,2,108.75,7.0,24.165
V026947,D026947,1,0.0,40.0,27.34
V004091,D004091,1,0.0,59.0,20.98
V049791,D049791,3,85.0,38.0,16.58
V020971,D020971,1,30.63,20.0,10.85
V035713,D035713,5,177.92000000000002,21.0,17.43
V040027,D040027,6,245.78,40.5,16.873333333333335
V020983,D020983,5,99.6,31.8,16.64
V024277,D024277,2,44.51,40.0,18.1
V016315,D016315,2,48.18,6.0,11.85
V031612,D031612,4,70.02,29.0,1.7375
V029803,D029803,3,136.81,35.333333333333336,20.63
V049256,D049256,3,78.7,17.333333333333332,12.733333333333334
V011913,D011913,3,122.08,20.666666666666668,27.853333333333335
V030703,D030703,1,57.2,7.0,26.72
V002250,D002250,1,40.72,53.0,10.85
V020298,D020298,2,0.0,34.5,8.935
V027783,D027783,4,98.94,28.25,18.255000000000003
V042499,D042499,2,0.0,31.5,18.53
V002552,D002552,3,109.52000000000001,44.333333333333336,15.040000000000001
V024375,D024375,1,63.66,15.0,34.81
V040161,D040161,2,20.08,6.0,2.43
V029630,D029630,1,80.75,50.0,29.83
V005685,D005685,1,0.0,63.0,7.58
V013902,D013902,2,0.0,35.5,23.964999999999996
V023876,D023876,1,41.59,22.0,20.71
V039049,D039049,1,0.0,56.0,20.59
V031230,D031230,1,0.0,46.0,24.6
V011180,D011180,1,16.49,27.0,2.48
V020801,D020801,2,57.44,53.0,3.02
V044566,D044566,1,73.14,11.0,33.75
V022161,D022161,2,176.18,37.0,26.73
V035023,D035023,4,83.94,48.75,8.2475
V035857,D035857,1,38.66,52.0,9.5
V037079,D037079,3,113.6,50.0,19.44666666666667
V038743,D038743,3,62.87,38.666666666666664,22.116666666666664
V037051,D037051,5,368.3,31.8,19.919999999999998
V029088,D029088,1,0.0,26.0,2.23
V030158,D030158,2,42.15,44.0,9.365
V008279,D008279,4,225.52,43.0,24.49
V027748,D027748,3,179.85000000000002,51.333333333333336,19.94333333333333
V027009,D027009,1,31.85,31.0,11.91
V010772,D010772,1,0.0,6.0,31.93
V040649,D040649,1,0.0,56.0,32.25
V017467,D017467,1,0.0,49.0,19.29
V011225,D011225,2,111.31,29.5,23.735
V039455,D039455,2,53.97,46.0,12.504999999999999
V017816,D017816,1,58.53,36.0,10.99
V024988,D024988,3,215.31,49.0,22.906666666666666
V038749,D038749,3,47.78,29.666666666666668,11.28
V012627,D012627,1,35.29,62.0,6.74
V040533,D040533,7,185.5,39.57142857142857,6.201428571428573
V036548,D036548,2,154.8,52.0,26.450000000000003
V002397,D002397,2,123.58,47.0,17.38
V026873,D026873,3,58.03,43.333333333333336,14.123333333333333
V006283,D006283,4,62.760000000000005,29.5,12.437500000000002
V033764,D033764,2,0.0,23.5,24.25
V022806,D022806,1,0.0,52.0,17.01
V037543,D037543,4,187.42000000000002,48.75,20.7875
V030818,D030818,1,55.4,17.0,28.79
V034937,D034937,2,143.31,31.5,17.265
V035039,D035039,1,0.0,59.0,18.57
V016726,D016726,3,152.94,38.666666666666664,25.189999999999998
V008745,D008745,2,0.0,52.5,15.635
V023847,D023847,3,125.64000000000001,17.0,19.58
V011855,D011855,2,127.7,54.0,30.96
V018654,D018654,5,96.5,38.6,15.942000000000002
V038918,D038918,1,72.81,38.0,25.08
V015044,D015044,2,74.28,31.5,27.17
V038787,D038787,1,34.71,51.0,4.16
V038003,D038003,2,137.62,52.0,24.97
V025586,D025586,1,0.0,55.0,33.0
V047962,D047962,3,127.58,44.333333333333336,29.483333333333334
V030994,D030994,4,176.32999999999998,44.25,13.3825
V040623,D040623,6,155.52,26.166666666666668,13.064999999999998
V006138,D006138,2,52.09,29.0,15.584999999999999
V044187,D044187,2,50.74,10.0,22.345
V000466,D000466,1,30.56,8.0,11.58
V003256,D003256,7,93.39,35.714285714285715,17.13428571428571
V048637,D048637,1,0.0,48.0,29.94
V018313,D018313,1,0.0,65.0,7.53
V008936,D008936,2,72.38,29.5,30.79
V040245,D040245,6,266.78000000000003,33.666666666666664,14.901666666666666
V002356,D002356,1,106.87,16.0,33.19
V000217,D000217,2,0.0,20.0,24.075
V015371,D015371,2,67.23,18.5,25.685
V048907,D048907,1,35.45,55.0,7.62
V049054,D049054,1,0.0,54.0,20.51
V025331,D025331,5,134.54,27.0,10.091999999999999
V023497,D023497,4,148.49,36.0,14.3325
V032841,D032841,3,102.28999999999999,40.333333333333336,22.55666666666666
V013291,D013291,2,78.76,8.0,17.3
V017048,D017048,2,53.34,29.5,24.035
V047039,D047039,2,41.81,31.0,24.015
V025462,D025462,4,260.8,53.5,21.3375
V046928,D046928,3,0.0,46.666666666666664,23.543333333333333
V023085,D023085,2,61.25,41.0,22.0
V011144,D011144,4,293.0,25.5,23.369999999999997
V012662,D012662,1,59.06,53.0,11.4
V002796,D002796,2,123.64,40.5,17.990000000000002
V039240,D039240,2,79.53,33.5,17.055
V008372,D008372,2,27.46,42.5,14.21
V026058,D026058,1,75.69,36.0,31.42
V010094,D010094,1,0.0,58.0,30.7
V004169,D004169,2,100.84,56.0,26.884999999999998
V019795,D019795,2,65.65,10.5,13.365
V036160,D036160,1,28.46,28.0,10.94
V024241,D024241,3,33.260000000000005,19.0,13.066666666666665
V016125,D016125,1,0.0,17.0,9.87
V033451,D033451,7,362.0900000000001,21.857142857142858,22.091428571428573
V019053,D019053,1,70.47,43.0,30.56
V044919,D044919,2,0.0,35.5,28.25
V045895,D045895,2,71.01,36.0,8.5
V010394,D010394,4,69.28999999999999,20.5,3.22
V009394,D009394,5,32.58,31.6,15.012
V001249,D001249,1,38.76,20.0,17.6
V037013,D037013,3,71.91,16.666666666666668,24.626666666666665
V005870,D005870,8,353.37,34.625,15.585
V038710,D038710,1,0.0,33.0,29.37
V004144,D004144,1,0.0,38.0,4.22
V034131,D034131,2,47.78,35.0,5.54
V006679,D006679,1,0.0,39.0,19.46
V032058,D032058,2,11.79,30.0,14.25
V009993,D009993,4,144.55,43.75,23.4925
V025318,D025318,2,0.0,35.0,16.06
V042435,D042435,1,0.0,51.0,31.75
V014546,D014546,2,55.94,12.0,3.86
V010075,D010075,4,109.92,50.0,12.127500000000001
V015444,D015444,1,0.0,18.0,30.11
V039245,D039245,2,41.44,45.5,16.265
V045660,D045660,1,0.0,48.0,20.16
V049978,D049978,1,0.0,44.0,20.77
V019320,D019320,1,0.0,12.0,9.93
V025327,D025327,1,51.57,64.0,18.26
V003751,D003751,6,99.16,58.166666666666664,12.075000000000001
V013649,D013649,2,153.43,44.0,27.61
V000754,D000754,1,49.76,46.0,13.35
V013037,D013037,1,0.0,36.0,21.13
V043455,D043455,2,58.64,58.0,25.11
V018736,D018736,3,18.7,14.666666666666666,13.833333333333334
V040805,D040805,3,0.0,58.666666666666664,13.866666666666665
V048128,D048128,1,19.28,47.0,2.04
V014568,D014568,3,59.709999999999994,38.666666666666664,3.5400000000000005
V006490,D006490,1,43.91,10.0,19.45
V016158,D016158,2,0.0,54.5,11.71
V048774,D048774,2,22.74,19.5,15.57
V032304,D032304,2,80.66,30.0,10.54
V035899,D035899,1,0.0,47.0,13.65
V035498,D035498,4,104.18,40.0,21.5075
V014581,D014581,1,0.0,13.0,18.36
V045029,D045029,3,213.32,59.333333333333336,20.426666666666666
V012327,D012327,2,152.02,27.0,23.36
V044997,D044997,1,0.0,32.0,13.74
V000913,D000913,2,61.58,18.0,23.07
V048065,D048065,1,56.55,28.0,24.62
V002411,D002411,2,62.61,22.0,9.15
V025912,D025912,4,98.03999999999999,8.0,12.245
V045893,D045893,1,0.0,34.0,30.75
V008379,D008379,1,0.0,7.0,5.44
V004503,D004503,3,155.13,26.333333333333332,20.66
V044893,D044893,2,90.91,21.0,29.36
V003972,D003972,1,68.86,52.0,22.73
V038384,D038384,2,104.44,58.0,15.67
V027314,D027314,2,62.37,8.5,20.93
V035521,D035521,2,97.35,52.5,19.9
V024274,D024274,1,0.0,17.0,13.09
V028595,D028595,2,0.0,52.0,12.215
V025458,D025458,1,69.97,22.0,18.09
V044277,D044277,1,0.0,62.0,16.64
V011222,D011222,3,57.629999999999995,14.333333333333334,1.99
V029923,D029923,4,0.0,48.5,19.3775
V046206,D046206,5,70.84,15.4,3.806
V024892,D024892,6,308.57000000000005,32.5,20.12833333333333
V047535,D047535,3,70.87,29.0,4.406666666666666
V040622,D040622,2,178.3,49.0,19.22
V034968,D034968,5,223.36,48.0,13.45
V014187,D014187,3,28.95,53.666666666666664,13.216666666666667
V005305,D005305,2,0.0,30.5,14.38
V009137,D009137,2,143.38,65.0,10.0
V036758,D036758,3,57.78,29.0,6.419999999999999
V009844,D009844,3,68.81,44.666666666666664,19.49
V000720,D000720,2,134.38,11.0,20.595
V014642,D014642,1,66.43,30.0,28.15
V045559,D045559,1,22.81,27.0,6.24
V024802,D024802,1,0.0,46.0,26.62
V005260,D005260,1,0.0,65.0,27.93
V044598,D044598,3,128.28,34.0,25.790000000000003
V004487,D004487,1,0.0,45.0,8.7
V016111,D016111,2,129.46,18.5,27.59
V036061,D036061,3,95.48,27.666666666666668,9.57
V010869,D010869,3,90.4,32.333333333333336,8.423333333333334
V040313,D040313,2,65.53,61.0,19.86
V023607,D023607,1,0.0,50.0,28.21
V016428,D016428,1,0.0,41.0,19.43
V036435,D036435,1,0.0,36.0,11.16
V015096,D015096,1,0.0,37.0,1.85
V007782,D007782,1,0.0,11.0,16.01
V000272,D000272,2,61.93,38.0,23.81
V043218,D043218,2,188.62,23.0,25.71
V030115,D030115,6,132.31,19.0,13.788333333333334
V000096,D000096,2,0.0,34.5,20.96
V034918,D034918,4,128.9,40.75,14.785
V003072,D003072,2,92.97,42.0,12.85
V043262,D043262,1,35.23,40.0,10.96
V046797,D046797,1,0.0,41.0,14.63
V030784,D030784,2,127.04,10.0,17.94
V026479,D026479,2,115.77,43.5,21.52
V020612,D020612,2,0.0,26.0,18.165
V037227,D037227,3,107.46,45.333333333333336,20.89
V016385,D016385,2,119.06,48.0,24.6
V016329,D016329,1,0.0,51.0,30.42
V000878,D000878,6,81.94,32.833333333333336,18.601666666666667
V006544,D006544,1,0.0,22.0,33.07
V006395,D006395,1,0.0,22.0,17.01
V021761,D021761,2,76.79,52.5,23.020000000000003
V006771,D006771,1,0.0,18.0,18.66
V021462,D021462,1,64.15,41.0,21.28
V026388,D026388,3,61.46,26.333333333333332,25.116666666666664
V026837,D026837,1,70.72,30.0,33.07
V038318,D038318,2,81.91,23.5,14.615
V009342,D009342,1,71.53,59.0,30.66
V041022,D041022,2,21.32,19.5,20.85
V044970,D044970,3,82.38,38.666666666666664,14.386666666666665
V025042,D025042,1,0.0,26.0,12.98
V005351,D005351,1,77.6,46.0,28.03
V020439,D020439,3,147.05,8.0,24.209999999999997
V034436,D034436,2,26.24,58.0,9.620000000000001
V020310,D020310,2,182.2,58.0,26.6
V013011,D013011,1,0.0,43.0,1.77
V011848,D011848,2,0.0,27.5,19.23
V012182,D012182,4,104.96000000000001,21.25,22.345000000000002
V044812,D044812,2,16.84,37.0,6.925
V002167,D002167,2,0.0,36.5,23.445
V048337,D048337,4,144.82999999999998,34.75,20.817500000000003
V046439,D046439,3,0.0,34.0,12.193333333333333
V049993,D049993,4,163.45,36.5,13.415
V004036,D004036,2,38.61,18.0,16.015
V035753,D035753,2,41.19,24.0,14.855
V003406,D003406,6,191.27999999999997,17.5,19.323333333333334
V007443,D007443,1,0.0,40.0,29.15
V049839,D049839,1,0.0,44.0,1.66
V035641,D035641,1,29.29,21.0,7.19
V042612,D042612,1,0.0,24.0,20.38
V017892,D017892,3,86.42,64.66666666666667,8.393333333333333
V040477,D040477,1,56.41,23.0,26.49
V025330,D025330,4,220.92000000000002,33.0,23.415
V044166,D044166,2,133.0,7.0,30.98
V031621,D031621,3,26.59,28.666666666666668,17.593333333333334
V040171,D040171,1,32.08,7.0,12.0
V006526,D006526,1,67.24,63.0,15.28
V035373,D035373,5,155.43,26.4,14.657999999999998
V045597,D045597,1,0.0,10.0,27.22
V036362,D036362,4,231.17,38.75,30.4075
V042966,D042966,1,69.21,37.0,27.69
V009594,D009594,2,25.68,19.0,12.945
V003842,D003842,3,0.0,35.0,17.48333333333333
V004020,D004020,1,57.94,9.0,34.36
