trip_date,trips,active_drivers,active_riders,total_revenue_usd,avg_revenue_per_trip_usd
2021-06-13,39,30,30,1492.2199999999996,57.393076923076904
2021-06-14,23,19,19,538.97,48.99727272727273
2021-06-15,47,32,32,1976.2900000000004,50.674102564102576
2021-06-16,45,32,32,1588.7399999999996,48.14363636363635
2021-06-17,37,33,32,1170.5400000000004,58.52700000000002
2021-06-18,27,25,25,639.48,58.13454545454545
2021-06-19,37,31,31,879.25,46.276315789473685
2021-06-20,42,36,36,1211.9400000000003,55.08818181818183
2021-06-21,42,39,39,1062.68,50.603809523809524
2021-06-22,39,30,30,1232.8699999999997,41.09566666666665
2021-06-23,19,17,17,407.73,40.773
2021-06-24,38,27,27,1572.8699999999997,60.49499999999999
2021-06-25,39,34,34,841.31,38.24136363636364
2021-06-26,42,29,29,1272.4500000000003,47.12777777777779
2021-06-27,58,45,45,2094.6299999999997,52.36574999999999
2021-06-28,60,45,45,1797.7399999999993,41.80790697674417
2021-06-29,1,1,1,37.52,37.52
2021-07-01,39,31,31,1162.6300000000003,50.549130434782626
2021-07-02,57,42,42,1962.6299999999997,46.72928571428571
2021-07-03,55,44,44,1511.07,44.44323529411764
2021-07-04,41,33,33,1521.9099999999999,54.35392857142857
2021-07-05,46,33,33,1531.49,41.391621621621624
2021-07-06,30,29,29,1032.64,57.3688888888889
2021-07-07,43,36,36,1386.96,60.302608695652175
2021-07-08,52,36,36,1390.5500000000004,38.6263888888889
2021-07-09,48,43,43,1379.5199999999998,47.56965517241378
2021-07-10,41,33,33,1262.0200000000002,54.870434782608704
2021-07-11,45,37,37,1386.53,57.772083333333335
2021-07-12,50,41,41,1402.1099999999994,43.81593749999998
2021-07-13,32,24,24,1131.3600000000004,45.25440000000001
2021-07-14,39,31,31,1063.75,36.68103448275862
2021-07-15,44,35,35,1664.8000000000002,55.49333333333334
2021-07-16,42,34,34,973.79,38.9516
2021-07-17,26,23,23,580.3100000000001,41.45071428571429
2021-07-18,49,38,38,1449.8899999999999,43.9360606060606
2021-07-19,42,34,34,1333.5499999999997,45.98448275862068
2021-07-20,48,38,38,1168.84,44.95538461538461
2021-07-21,40,32,32,1109.33,42.66653846153846
2021-07-22,34,31,31,788.9199999999998,52.594666666666654
2021-07-23,30,24,24,889.68,44.483999999999995
2021-07-24,30,22,22,610.44,32.12842105263158
2021-07-25,37,27,27,1173.4099999999999,48.892083333333325
2021-07-26,41,37,37,1141.5199999999998,43.904615384615376
2021-07-27,46,37,37,1732.36,52.49575757575757
2021-07-28,34,30,30,935.4799999999999,44.54666666666666
2021-07-29,3,1,1,45.69,15.229999999999999
2021-08-01,59,38,38,2963.8800000000006,61.74750000000001
2021-08-02,28,22,22,644.14,37.89058823529412
2021-08-03,50,40,40,1630.87,52.60870967741935
2021-08-04,30,24,24,736.2299999999999,40.901666666666664
2021-08-05,39,27,27,1925.4199999999998,56.629999999999995
2021-08-06,37,30,30,1533.3300000000004,61.33320000000001
2021-08-07,31,28,28,681.48,37.86
2021-08-08,38,29,29,877.58,36.56583333333334
2021-08-09,39,30,30,1215.4199999999996,43.40785714285713
2021-08-10,29,28,28,861.56,57.43733333333333
2021-08-11,40,31,31,1411.07,50.395357142857144
2021-08-12,55,37,37,2366.8300000000004,52.59622222222223
2021-08-13,44,31,31,2021.07,54.623513513513515
2021-08-14,43,33,33,978.5500000000002,39.14200000000001
2021-08-15,42,34,34,1418.66,52.54296296296297
2021-08-16,43,33,33,1482.0100000000002,54.88925925925927
2021-08-17,43,34,34,986.58,36.54
2021-08-18,41,33,33,1360.26,59.14173913043478
2021-08-19,43,36,36,1441.46,53.38740740740741
2021-08-20,40,34,34,1214.05,44.964814814814815
2021-08-21,32,26,26,827.7000000000003,45.98333333333335
2021-08-22,29,25,25,635.5100000000001,52.959166666666675
2021-08-23,41,32,32,1300.1200000000001,59.09636363636364
2021-08-24,39,35,35,1249.0200000000002,65.73789473684212
2021-08-25,53,38,38,2223.9700000000007,58.52552631578949
2021-08-26,39,30,30,1418.9200000000003,48.92827586206898
2021-08-27,36,31,31,1314.6499999999999,57.158695652173904
2021-08-28,35,27,27,1381.6399999999999,53.13999999999999
2021-08-29,5,4,4,129.44,64.72
2021-09-01,56,31,31,2677.3799999999987,55.778749999999974
2021-09-02,34,27,27,832.62,48.97764705882353
2021-09-03,30,24,24,1034.5,57.47222222222222
2021-09-04,31,24,24,1201.6499999999996,54.62045454545453
2021-09-05,44,36,36,1531.81,54.707499999999996
2021-09-06,50,34,34,2205.7400000000002,55.1435
2021-09-07,44,30,30,1676.4600000000005,52.389375000000015
2021-09-08,39,30,30,929.8500000000003,38.74375000000001
2021-09-09,29,22,22,1045.2099999999998,47.509545454545446
2021-09-10,37,30,30,1271.82,63.590999999999994
2021-09-11,30,25,25,868.66,54.29125
2021-09-12,59,44,44,2256.72,56.41799999999999
2021-09-13,42,30,30,1194.5800000000002,39.81933333333334
2021-09-14,37,31,31,1003.1799999999997,40.12719999999999
2021-09-15,38,30,30,976.0299999999997,37.539615384615374
2021-09-16,42,38,38,1003.7599999999999,41.82333333333333
2021-09-17,41,30,30,1163.33,41.5475
2021-09-18,36,29,29,1218.1199999999997,48.72479999999999
2021-09-19,50,42,42,1457.8200000000002,50.2696551724138
2021-09-20,40,32,32,1239.5300000000002,45.90851851851853
2021-09-21,45,34,34,1456.72,52.02571428571429
2021-09-22,52,38,38,1599.1399999999999,43.22
2021-09-23,31,27,27,844.28,52.7675
2021-09-24,56,42,42,1990.44,51.03692307692308
2021-09-25,50,37,37,1048.8400000000001,32.776250000000005
2021-09-26,32,28,28,1260.26,54.79391304347826
2021-09-27,27,21,21,948.96,59.31
2021-09-28,29,23,23,941.05,47.052499999999995
2021-10-01,44,35,35,1311.2100000000003,46.828928571428584
2021-10-02,43,33,33,1438.12,47.93733333333333
2021-10-03,40,30,30,1626.4900000000002,52.46741935483872
2021-10-04,44,34,34,2117.19,68.29645161290323
2021-10-05,39,29,29,1487.4899999999998,53.12464285714285
2021-10-06,47,36,36,1464.9400000000005,43.08647058823531
2021-10-07,43,37,37,1676.8700000000003,59.8882142857143
2021-10-08,43,35,35,1102.3300000000002,45.93041666666667
2021-10-09,41,33,33,888.3399999999999,40.379090909090905
2021-10-10,39,31,31,1467.11,52.39678571428571
2021-10-11,28,25,25,748.48,53.462857142857146
2021-10-12,48,38,38,1430.61,42.07676470588235
2021-10-13,48,32,32,1850.65,47.452564102564104
2021-10-14,34,31,31,725.4200000000001,40.30111111111111
2021-10-15,40,34,34,1302.6100000000001,56.63521739130435
2021-10-16,59,44,44,2326.690000000001,50.580217391304366
2021-10-17,37,33,33,1176.5500000000002,53.479545454545466
2021-10-18,40,34,34,884.41,44.2205
2021-10-19,38,31,31,1476.0400000000004,54.66814814814816
2021-10-20,27,20,20,726.5000000000002,38.23684210526317
2021-10-21,50,37,37,1754.1899999999998,43.854749999999996
2021-10-22,39,33,33,1014.7800000000001,39.03
2021-10-23,46,30,30,1713.6499999999999,47.601388888888884
2021-10-24,50,41,41,1494.7799999999997,46.71187499999999
2021-10-25,32,25,25,1025.8,42.74166666666667
2021-10-26,39,34,34,1198.98,49.9575
2021-10-27,45,40,40,1027.0800000000002,46.685454545454554
2021-10-28,50,39,39,1611.2199999999998,43.54648648648648
2021-10-29,1,1,1,0.0,
2021-11-01,30,25,25,1303.7700000000002,72.43166666666667
2021-11-02,42,32,32,1534.32,54.79714285714285
2021-11-03,37,31,31,1034.3999999999999,49.25714285714285
2021-11-04,46,36,36,1735.9700000000003,49.599142857142866
2021-11-05,51,36,36,2150.66,52.45512195121951
2021-11-06,38,29,29,1188.2900000000002,44.01074074074075
2021-11-07,48,35,35,1487.0899999999992,39.13394736842103
2021-11-08,35,26,26,1493.2900000000004,59.731600000000014
2021-11-09,44,33,33,1248.8600000000001,41.62866666666667
2021-11-10,43,34,34,1353.9100000000005,52.07346153846156
2021-11-11,40,31,31,1261.72,45.06142857142857
2021-11-12,42,37,37,1351.1000000000001,64.33809523809525
2021-11-13,50,38,38,1152.44,41.15857142857143
2021-11-14,46,35,35,1351.4000000000003,46.60000000000001
2021-11-15,54,40,40,1655.84,48.70117647058823
2021-11-16,50,42,42,1930.9899999999996,56.79382352941175
2021-11-17,37,27,27,940.2600000000002,36.163846153846166
2021-11-18,41,31,31,1686.4200000000003,51.103636363636376
2021-11-19,45,38,38,1015.87,42.32791666666667
2021-11-20,49,45,45,993.4399999999998,38.209230769230764
2021-11-21,34,30,30,1216.08,60.803999999999995
2021-11-22,44,32,32,1743.3799999999997,56.23806451612902
2021-11-23,42,29,29,1445.6599999999999,45.176874999999995
2021-11-24,38,28,28,1060.65,40.79423076923077
2021-11-25,36,27,27,1186.09,49.42041666666666
2021-11-26,45,35,35,1288.5,42.95
2021-11-27,46,38,38,1094.7900000000004,42.10730769230771
2021-11-28,38,31,31,1396.5400000000002,49.876428571428576
2021-11-29,3,1,1,91.23,30.41
2021-12-01,44,34,34,1483.6100000000004,47.8583870967742
2021-12-02,50,38,38,1628.2800000000004,41.750769230769244
2021-12-03,33,26,26,1048.94,47.67909090909091
2021-12-04,36,30,30,825.1700000000001,39.29380952380953
2021-12-05,51,38,38,1835.9699999999996,50.99916666666665
2021-12-06,28,23,23,1018.5899999999999,48.50428571428571
2021-12-07,52,36,36,1595.4,41.98421052631579
2021-12-08,32,27,27,966.5500000000003,46.02619047619049
2021-12-09,43,36,36,1503.62,50.120666666666665
2021-12-10,32,25,25,1204.1399999999999,57.339999999999996
2021-12-11,46,35,35,1702.76,50.08117647058823
2021-12-12,29,23,23,1166.9700000000003,53.04409090909092
2021-12-13,45,36,36,1553.37,47.07181818181818
2021-12-14,43,36,36,1144.7199999999996,54.51047619047617
2021-12-15,51,38,38,1682.52,46.736666666666665
2021-12-16,38,31,31,1022.9600000000002,39.34461538461539
2021-12-17,71,48,48,2113.44,41.44
2021-12-18,38,30,30,930.7099999999999,44.31952380952381
2021-12-19,61,45,45,2090.4700000000007,44.47808510638299
2021-12-20,32,28,28,776.74,48.54625
2021-12-21,38,27,27,1243.6599999999999,47.833076923076916
2021-12-22,56,41,41,2000.5400000000002,50.01350000000001
2021-12-23,30,25,25,672.3499999999999,51.71923076923076
2021-12-24,34,26,26,1081.72,47.03130434782609
2021-12-25,40,32,32,934.79,40.64304347826087
2021-12-26,41,32,32,1360.0100000000002,46.89689655172415
2021-12-27,37,28,28,1518.23,63.25958333333333
2021-12-28,47,37,37,1816.5699999999995,50.46027777777776
2022-01-01,32,24,24,969.6000000000001,44.07272727272728
2022-01-02,39,34,34,1249.8899999999999,46.292222222222215
2022-01-03,46,39,39,1656.7300000000002,48.72735294117648
2022-01-04,42,31,31,1365.5800000000002,48.77071428571429
2022-01-05,36,29,29,1266.34,70.35222222222222
2022-01-06,31,28,28,1070.65,50.983333333333334
2022-01-07,29,24,24,811.7400000000001,40.587
2022-01-08,51,38,38,1848.7499999999998,54.37499999999999
2022-01-09,53,36,36,1983.75,50.86538461538461
2022-01-10,45,35,35,1555.5099999999998,53.63827586206896
2022-01-11,40,33,33,1070.0600000000002,53.50300000000001
2022-01-12,35,24,24,1356.77,52.183461538461536
2022-01-13,42,35,35,1251.6200000000001,46.3562962962963
2022-01-14,50,35,35,1952.4600000000003,57.42529411764707
2022-01-15,59,40,40,1893.13,45.07452380952381
2022-01-16,43,35,35,1511.5400000000002,53.98357142857144
2022-01-17,27,23,23,729.9599999999998,48.66399999999999
2022-01-18,55,37,37,2180.1499999999996,47.394565217391296
2022-01-19,37,30,30,1197.3899999999999,52.06043478260869
2022-01-20,39,33,33,1193.9099999999999,56.85285714285713
2022-01-21,45,34,34,1573.97,46.29323529411765
2022-01-22,58,42,42,2434.13,55.32113636363636
2022-01-23,43,33,33,1673.43,55.781
2022-01-24,52,38,38,1733.8900000000003,50.99676470588236
2022-01-25,46,36,36,1420.28,48.9751724137931
2022-01-26,30,22,22,744.7299999999999,43.80764705882353
2022-01-27,43,36,36,1041.64,43.40166666666667
2022-01-28,41,28,28,1635.3,54.51
2022-01-29,1,1,1,47.42,47.42
2022-02-01,37,30,30,1224.9499999999998,55.67954545454545
2022-02-02,47,41,41,1340.8900000000006,44.69633333333335
2022-02-03,36,27,27,687.65,29.89782608695652
2022-02-04,47,32,32,1784.9600000000005,46.97263157894738
2022-02-05,39,30,30,1223.4299999999996,53.192608695652154
2022-02-06,53,38,38,1370.3799999999999,39.15371428571428
2022-02-07,45,34,34,1298.62,40.581875
2022-02-08,36,29,29,1465.95,61.081250000000004
2022-02-09,34,24,24,1096.1600000000005,47.65913043478263
2022-02-10,39,30,30,1377.4100000000003,52.977307692307704
2022-02-11,53,41,41,1869.1699999999994,51.92138888888887
2022-02-12,51,41,41,1785.69,49.6025
2022-02-13,28,24,24,1097.7600000000002,52.274285714285725
2022-02-14,36,27,27,1021.6199999999999,46.43727272727272
2022-02-15,31,25,25,961.6300000000001,45.79190476190477
2022-02-16,43,30,30,1674.0499999999997,57.725862068965505
2022-02-17,49,33,33,1903.5,55.98529411764706
2022-02-18,40,32,32,1278.1599999999999,47.33925925925925
2022-02-19,50,42,42,1339.0100000000004,41.844062500000014
2022-02-20,41,25,25,1698.7199999999998,51.47636363636363
2022-02-21,39,31,31,1324.41,52.976400000000005
2022-02-22,30,27,27,765.16,47.8225
2022-02-23,38,32,32,940.16,40.87652173913043
2022-02-24,46,32,32,1581.2600000000002,51.0083870967742
2022-02-25,37,31,31,1124.71,46.86291666666667
2022-02-26,50,39,39,1687.0700000000002,51.123333333333335
2022-02-27,51,33,33,1821.97,45.54925
2022-02-28,37,28,28,1710.4800000000005,71.27000000000002
2022-03-01,55,39,39,1709.7100000000003,42.74275000000001
2022-03-02,53,38,38,1934.5200000000007,52.284324324324345
2022-03-03,54,44,44,1363.9699999999998,43.99903225806451
2022-03-04,44,40,39,908.6400000000001,50.480000000000004
2022-03-05,38,34,34,1062.6699999999998,53.13349999999999
2022-03-06,43,38,38,1317.8300000000004,52.713200000000015
2022-03-07,43,37,37,1620.9399999999998,60.03481481481481
2022-03-08,48,36,36,1874.7099999999996,49.334473684210515
2022-03-09,43,31,31,1444.4599999999994,41.2702857142857
2022-03-10,41,38,38,1025.4,48.828571428571436
2022-03-11,40,33,33,1571.9599999999998,60.459999999999994
2022-03-12,43,29,29,1840.3100000000002,54.12676470588236
2022-03-13,59,41,41,2210.6600000000003,51.410697674418614
2022-03-14,42,36,36,1321.5800000000002,69.55684210526317
2022-03-15,53,44,44,1648.1199999999997,49.94303030303029
2022-03-16,53,39,39,2213.73,55.34325
2022-03-17,35,32,32,822.86,43.30842105263158
2022-03-18,42,33,33,979.12,44.50545454545455
2022-03-19,36,27,27,1594.1600000000003,54.97103448275863
2022-03-20,35,29,29,1522.91,58.573461538461544
2022-03-21,47,38,38,1325.5100000000002,41.42218750000001
2022-03-22,46,36,36,1482.34,47.817419354838705
2022-03-23,45,32,32,1938.8299999999997,48.470749999999995
2022-03-24,35,29,29,966.9900000000001,43.954090909090915
2022-03-25,43,33,33,1508.1099999999997,48.64870967741935
2022-03-26,46,39,39,1321.9700000000003,48.96185185185186
2022-03-27,40,34,34,1205.9,52.4304347826087
2022-03-28,31,28,28,883.4000000000001,63.10000000000001
2022-03-29,3,3,3,53.27,53.27
2022-04-01,42,37,37,946.7200000000001,41.16173913043479
2022-04-02,49,36,36,1637.4199999999996,46.78342857142856
2022-04-03,49,40,40,2213.34,63.238285714285716
2022-04-04,37,27,27,1181.6599999999999,45.44846153846153
2022-04-05,32,30,30,672.39,48.027857142857144
2022-04-06,41,35,35,970.79,42.208260869565216
2022-04-07,54,41,41,2185.06,53.29414634146341
2022-04-08,44,36,36,1136.3100000000002,45.452400000000004
2022-04-09,42,36,36,1187.88,47.51520000000001
2022-04-10,55,42,42,2085.51,56.36513513513514
2022-04-11,36,28,28,1059.5000000000002,46.06521739130436
2022-04-12,37,30,30,1366.1100000000001,54.644400000000005
2022-04-13,40,33,33,1148.39,39.5996551724138
2022-04-14,43,36,37,1239.41,51.64208333333334
2022-04-15,54,45,45,2194.89,57.760263157894734
2022-04-16,33,24,24,1020.9,40.836
2022-04-17,47,36,36,1855.8099999999997,54.58264705882352
2022-04-18,49,39,39,2051.2,55.43783783783783
2022-04-19,39,30,31,1205.57,52.41608695652174
2022-04-20,52,41,41,1687.5700000000002,49.63441176470589
2022-04-21,32,30,30,1029.1,54.163157894736834
2022-04-22,51,36,36,1553.8100000000004,43.1613888888889
2022-04-23,34,32,32,870.9499999999997,43.547499999999985
2022-04-24,41,31,31,1106.62,39.52214285714285
2022-04-25,46,34,34,1644.6200000000001,49.8369696969697
2022-04-26,31,27,27,713.9900000000001,41.99941176470589
2022-04-27,47,38,38,1662.2600000000002,53.621290322580656
2022-04-28,30,23,23,954.5600000000002,41.50260869565218
2022-04-29,2,1,1,79.0,39.5
2022-05-01,39,26,26,1462.3200000000004,54.16000000000002
2022-05-02,24,21,21,618.74,41.24933333333333
2022-05-03,36,26,26,1463.4199999999998,60.97583333333333
2022-05-04,55,44,44,2061.1500000000005,50.27195121951221
2022-05-05,36,25,25,1443.8599999999997,53.47629629629628
2022-05-06,41,36,36,1340.02,46.20758620689655
2022-05-07,23,17,17,824.92,45.82888888888888
2022-05-08,35,32,32,1161.3700000000001,58.06850000000001
2022-05-09,43,34,34,1732.1299999999999,64.15296296296296
2022-05-10,35,29,29,1182.4,59.120000000000005
2022-05-11,59,46,46,2061.7399999999993,55.72270270270268
2022-05-12,57,39,39,1993.16,45.299090909090914
2022-05-13,45,31,31,1437.32,47.910666666666664
2022-05-14,42,30,30,1641.52,58.62571428571429
2022-05-15,52,43,43,1589.46,58.86888888888889
2022-05-16,43,34,34,1422.3000000000004,49.044827586206914
2022-05-17,38,31,31,1100.87,45.86958333333333
2022-05-18,35,28,28,1267.98,48.76846153846154
2022-05-19,41,31,31,1535.8,52.95862068965517
2022-05-20,38,28,28,1114.67,46.444583333333334
2022-05-21,35,29,29,971.9399999999998,38.877599999999994
2022-05-22,45,36,36,1286.1499999999999,41.48870967741935
2022-05-23,51,38,38,1639.2499999999998,43.138157894736835
2022-05-24,43,33,33,1531.1100000000001,49.39064516129033
2022-05-25,50,39,39,1773.5499999999993,52.16323529411763
2022-05-26,59,41,41,2122.51,49.36069767441861
2022-05-27,42,33,33,1367.7500000000002,47.163793103448285
2022-05-28,41,33,33,1460.77,50.37137931034483
2022-06-01,43,35,35,1506.67,50.22233333333334
2022-06-02,35,30,30,1012.67,46.030454545454546
2022-06-03,39,31,31,1381.1099999999997,57.546249999999986
2022-06-04,44,28,28,1993.009999999999,55.36138888888886
2022-06-05,35,30,30,864.1200000000001,45.480000000000004
2022-06-06,57,40,40,2051.41,56.98361111111111
2022-06-07,48,32,32,1537.9099999999999,43.94028571428571
2022-06-08,45,39,39,1242.1200000000001,41.404
2022-06-09,33,28,28,532.46,31.321176470588238
2022-06-10,48,41,41,1528.8700000000003,54.60250000000001
2022-06-11,48,37,38,1649.2899999999997,44.5754054054054
2022-06-12,35,26,26,1343.5499999999997,53.74199999999999
2022-06-13,38,30,30,1228.79,49.1516
2022-06-14,46,36,36,2004.7800000000004,62.64937500000001
2022-06-15,40,37,37,1089.7,57.352631578947374
2022-06-16,51,37,37,1482.3799999999999,47.81870967741935
2022-06-17,56,42,42,2376.9500000000003,57.97439024390245
2022-06-18,39,31,31,812.5199999999999,33.855
2022-06-19,42,36,35,1398.26,53.77923076923077
2022-06-20,40,32,32,1354.9800000000005,52.114615384615405
2022-06-21,32,30,30,840.98,44.2621052631579
2022-06-22,57,48,48,1502.9899999999998,46.96843749999999
2022-06-23,39,30,30,1259.94,44.99785714285714
2022-06-24,51,37,37,1741.8599999999997,49.76742857142856
2022-06-25,42,35,35,1214.88,43.38857142857143
2022-06-26,44,36,36,1172.7699999999998,45.10653846153845
2022-06-27,37,27,27,1315.1299999999999,46.96892857142857
2022-06-28,40,30,29,1200.47,44.461851851851854
2022-07-01,49,36,36,1220.7499999999998,40.691666666666656
2022-07-02,30,22,23,1296.99,61.761428571428574
2022-07-03,33,28,28,1023.93,56.885
2022-07-04,30,22,22,1166.3000000000002,55.538095238095245
2022-07-05,36,27,27,1269.37,50.7748
2022-07-06,43,32,32,1005.8300000000002,38.68576923076924
2022-07-07,41,30,30,1406.1900000000003,48.489310344827594
2022-07-08,50,35,35,1995.5599999999997,57.01599999999999
2022-07-09,37,25,25,1457.6099999999997,58.30439999999999
2022-07-10,40,34,34,1286.6699999999998,53.61124999999999
2022-07-11,39,29,29,1273.3800000000003,41.076774193548395
2022-07-12,39,26,26,1843.0600000000009,68.26148148148151
2022-07-13,41,33,33,1496.4900000000002,59.85960000000001
2022-07-14,40,30,30,1286.8399999999997,41.510967741935474
2022-07-15,44,33,33,1674.3999999999999,50.739393939393935
2022-07-16,39,31,31,1236.1900000000003,53.747391304347836
2022-07-17,45,35,35,1312.8799999999999,50.49538461538461
2022-07-18,50,37,37,1889.5800000000002,55.57588235294118
2022-07-19,40,28,28,1063.5000000000002,42.540000000000006
2022-07-20,39,25,25,1462.05,45.6890625
2022-07-21,32,24,24,1018.8199999999998,44.29652173913043
2022-07-22,49,43,43,1730.25,54.0703125
2022-07-23,51,39,39,1894.4000000000003,57.40606060606061
2022-07-24,34,26,26,1256.6599999999999,44.880714285714284
2022-07-25,40,32,32,1237.3899999999996,45.829259259259246
2022-07-26,31,26,26,1214.6899999999998,55.21318181818181
2022-07-27,44,40,40,1255.7099999999996,41.856999999999985
2022-07-28,25,22,22,1050.06,75.00428571428571
2022-08-01,32,28,28,862.66,47.925555555555555
2022-08-02,46,33,33,1688.2600000000002,49.65470588235295
2022-08-03,39,27,27,1378.65,45.955000000000005
2022-08-04,31,28,28,921.1300000000001,48.48052631578948
2022-08-05,25,23,23,795.4999999999999,44.194444444444436
2022-08-06,54,42,42,1541.24,45.330588235294115
2022-08-07,56,40,40,1821.0099999999993,47.92131578947367
2022-08-08,49,37,37,1751.2000000000003,50.03428571428572
2022-08-09,44,37,37,1348.8,51.87692307692308
2022-08-10,36,27,27,1483.1799999999996,57.0453846153846
2022-08-11,42,33,33,1595.93,49.8728125
2022-08-12,51,36,36,2257.97,62.72138888888888
2022-08-13,38,30,30,1201.5,48.06
2022-08-14,44,36,36,1572.32,47.6460606060606
2022-08-15,34,28,28,1102.6899999999998,50.12227272727272
2022-08-16,32,28,28,1038.6299999999999,57.70166666666666
2022-08-17,55,44,44,1639.7100000000005,40.992750000000015
2022-08-18,23,17,17,932.3100000000001,54.841764705882355
2022-08-19,38,33,33,972.78,48.638999999999996
2022-08-20,50,40,40,1530.2199999999998,47.819374999999994
2022-08-21,41,29,29,1269.7399999999998,37.34529411764705
2022-08-22,42,34,34,1486.5400000000002,49.55133333333334
2022-08-23,41,36,36,1184.6200000000001,47.384800000000006
2022-08-24,48,39,39,1676.71,57.81758620689655
2022-08-25,50,35,35,1827.8199999999997,46.86717948717948
2022-08-26,39,34,33,698.4600000000002,36.761052631578956
2022-08-27,39,29,29,1516.5400000000004,54.162142857142875
2022-08-28,44,34,34,1236.02,41.20066666666666
2022-09-01,29,26,26,882.1900000000002,49.01055555555556
2022-09-02,38,31,31,916.3999999999996,45.81999999999998
2022-09-03,26,22,22,898.4,56.15
2022-09-04,42,34,34,1564.04,53.93241379310345
2022-09-05,46,40,40,1304.5799999999997,44.9855172413793
2022-09-06,47,34,34,1602.4,47.129411764705885
2022-09-07,35,27,27,1324.0799999999997,66.20399999999998
2022-09-08,42,34,34,1207.0,48.28
2022-09-09,33,29,29,1193.8000000000002,56.847619047619055
2022-09-10,33,27,27,1169.0800000000004,61.530526315789494
2022-09-11,34,29,29,951.18,47.559
2022-09-12,32,28,28,922.57,51.253888888888895
2022-09-13,47,35,35,1536.1899999999998,46.55121212121212
2022-09-14,45,37,37,1360.7900000000006,52.33807692307695
2022-09-15,42,34,34,1100.64,44.025600000000004
2022-09-16,54,37,37,1961.3399999999995,50.290769230769214
2022-09-17,43,36,36,1164.1999999999998,43.11851851851851
2022-09-18,43,36,36,1320.4099999999999,45.531379310344825
2022-09-19,42,33,33,1175.2099999999998,45.20038461538461
2022-09-20,39,33,33,948.44,43.1109090909091
2022-09-21,26,22,22,760.2800000000001,44.722352941176474
2022-09-22,39,28,28,1265.9599999999998,55.04173913043478
2022-09-23,45,38,38,1414.4800000000002,52.388148148148154
2022-09-24,42,34,34,1611.9499999999998,51.99838709677419
2022-09-25,31,25,25,1093.67,52.07952380952381
2022-09-26,62,45,45,1748.8799999999999,41.64
2022-09-27,43,32,32,1407.6899999999998,48.54103448275861
2022-09-28,37,30,30,1410.04,54.23230769230769
2022-10-01,56,44,44,1981.1799999999998,47.17095238095238
2022-10-02,49,36,36,1755.0500000000002,50.14428571428572
2022-10-03,33,27,27,1423.9599999999998,56.95839999999999
2022-10-04,59,42,42,2168.9,52.900000000000006
2022-10-05,32,23,23,1060.6100000000001,46.11347826086957
2022-10-06,45,31,31,1021.9699999999998,39.30653846153845
2022-10-07,31,27,27,771.0200000000001,45.35411764705883
2022-10-08,36,29,29,1098.4399999999998,45.768333333333324
2022-10-09,35,30,30,1097.8099999999997,52.27666666666666
2022-10-10,51,44,44,1260.2400000000002,46.67555555555556
2022-10-11,40,32,32,1136.9900000000002,43.73038461538462
2022-10-12,39,30,30,1207.9700000000003,50.332083333333344
2022-10-13,39,27,27,1259.3300000000006,40.6235483870968
2022-10-14,55,38,38,2922.46,60.88458333333333
2022-10-15,48,41,41,1352.01,43.61322580645161
2022-10-16,37,26,26,1675.0799999999997,55.83599999999999
2022-10-17,37,28,28,1579.4600000000003,56.40928571428572
2022-10-18,47,33,33,1752.8600000000006,48.69055555555557
2022-10-19,40,29,29,1198.5099999999998,42.803928571428564
2022-10-20,32,25,25,967.1299999999999,46.05380952380952
2022-10-21,27,25,25,933.7300000000001,51.8738888888889
2022-10-22,56,46,46,1332.04,36.00108108108108
2022-10-23,46,37,37,1497.4400000000003,45.3769696969697
2022-10-24,38,27,28,1034.8600000000001,39.8023076923077
2022-10-25,49,36,36,1417.9200000000003,41.70352941176471
2022-10-26,47,40,40,1179.22,39.30733333333333
2022-10-27,33,30,30,1285.7400000000002,55.90173913043479
2022-10-28,43,27,27,2116.64,60.475428571428566
2022-10-29,4,2,2,165.26999999999998,41.317499999999995
2022-11-01,30,28,28,1093.02,57.52736842105263
2022-11-02,28,22,22,713.97,41.99823529411765
2022-11-03,40,31,31,1387.77,51.39888888888889
2022-11-04,47,38,38,1571.3000000000004,52.37666666666668
2022-11-05,26,24,24,859.1799999999998,53.69874999999999
2022-11-06,47,37,37,1198.93,54.496818181818185
2022-11-07,30,25,25,533.69,35.57933333333334
2022-11-08,57,41,41,2079.0800000000004,51.97700000000001
2022-11-09,32,28,28,839.1200000000001,49.36000000000001
2022-11-10,47,33,33,1794.4999999999998,49.847222222222214
2022-11-11,27,22,22,1078.67,53.9335
2022-11-12,34,24,24,1546.1999999999996,49.87741935483869
2022-11-13,38,26,26,1194.9700000000003,42.67750000000001
2022-11-14,45,37,37,1358.33,46.83896551724138
2022-11-15,41,32,32,1382.87,49.388214285714284
2022-11-16,44,39,39,1233.3999999999996,47.438461538461524
2022-11-17,38,33,33,1222.75,50.947916666666664
2022-11-18,41,35,35,1501.1200000000001,62.546666666666674
2022-11-19,52,38,38,1836.8099999999993,52.48028571428569
2022-11-20,50,37,37,1381.4200000000003,40.63000000000001
2022-11-21,41,31,31,1263.84,45.137142857142855
2022-11-22,41,31,31,1413.9699999999998,48.75758620689655
2022-11-23,44,34,34,1568.7300000000002,49.02281250000001
2022-11-24,41,30,30,1661.9099999999992,61.55222222222219
2022-11-25,31,22,22,1019.8599999999998,46.357272727272715
2022-11-26,38,32,32,1258.22,54.70521739130435
