rider_id,total_trips,total_spend_usd,avg_trip_fare_usd,first_trip_date,last_trip_date
R0070156,3,27.31,39.949999999999996,2021-05-28,2023-04-26
R0061644,1,67.22,67.22,2020-10-20,2020-10-20
R0006240,2,57.82,28.91,2021-05-06,2021-05-06
R0029582,5,375.93,75.186,2023-06-01,2023-08-06
R0026640,2,86.0,57.72,2023-08-21,2024-05-25
R0035504,3,52.95,44.576666666666675,2022-02-06,2024-07-26
R0051828,3,72.21000000000001,33.84666666666667,2021-10-18,2024-01-15
R0052371,2,132.0,66.0,2022-07-13,2022-07-13
R0055272,2,33.73,54.14,2021-03-08,2021-07-28
R0057274,3,118.64,39.54666666666667,2024-01-03,2025-08-16
R0061373,3,83.96,41.98,2022-10-10,2022-10-10
R0035311,3,37.04,28.876666666666665,2020-09-08,2024-11-06
R0072191,1,23.66,23.66,2023-10-02,2023-10-02
R0073445,5,168.09,33.618,2022-11-14,2025-08-19
R0073838,1,67.9,67.9,2025-04-16,2025-04-16
R0047010,1,87.8,87.8,2023-05-26,2023-05-26
R0051377,7,155.52,42.20285714285715,2020-05-06,2025-07-26
R0018006,4,65.69,31.807499999999997,2020-04-16,2022-05-24
R0020630,4,164.0,41.0,2024-09-21,2024-09-21
R0034818,1,55.61,55.61,2022-06-26,2022-06-26
R0018646,1,53.94,53.94,2022-05-27,2022-05-27
R0063072,3,105.7,52.45666666666667,2024-08-08,2025-04-13
R0024761,1,52.89,52.89,2025-02-21,2025-02-21
R0011677,2,109.44,54.72,2022-09-24,2022-09-24
R0029923,2,32.66,16.33,2021-01-21,2021-01-21
R0042021,3,64.88,35.25,2020-08-12,2022-06-05
R0039524,2,129.7,64.85,2020-03-09,2020-03-09
R0006718,4,241.1,60.275,2022-10-14,2024-03-24
R0029426,4,124.11999999999999,31.029999999999998,2020-07-15,2020-10-19
R0060659,3,51.05,47.15,2021-09-05,2024-03-13
R0036021,2,50.58,25.29,2021-07-28,2021-07-28
R0031666,2,142.64,71.32,2021-04-17,2021-04-17
R0020553,7,719.5999999999999,102.79999999999998,2024-05-10,2024-05-10
R0034701,1,0.0,85.87,2023-09-22,2023-09-22
R0005798,2,56.11,37.075,2021-02-16,2022-10-07
R0038424,2,141.01,70.505,2022-09-17,2022-12-01
R0055297,2,187.48,93.74,2023-11-20,2023-11-20
R0047176,4,185.61,46.4025,2021-04-21,2022-08-23
R0063984,1,0.0,32.54,2022-02-07,2022-02-07
R0001167,1,0.0,21.46,2024-01-20,2024-01-20
R0012761,6,364.98,60.830000000000005,2020-07-14,2022-07-04
R0015270,2,68.39,68.39,2021-06-01,2021-06-01
R0040568,3,65.14,41.163333333333334,2021-11-02,2025-01-08
R0048369,2,115.96000000000001,57.980000000000004,2025-09-06,2025-12-06
R0068061,3,357.78000000000003,119.26,2022-03-12,2022-03-12
R0018350,1,43.16,43.16,2024-09-21,2024-09-21
R0064499,6,394.52,65.75333333333333,2020-11-18,2024-10-02
R0056363,1,0.0,87.05,2021-04-21,2021-04-21
R0023675,1,90.71,90.71,2024-12-07,2024-12-07
R0056164,2,82.76,41.38,2022-07-14,2022-07-14
R0069311,3,120.49,40.163333333333334,2021-12-12,2022-01-04
R0031325,5,202.32000000000002,49.948,2021-12-09,2023-11-07
R0009053,2,31.26,31.26,2025-10-11,2025-10-11
R0020959,2,60.0,55.925,2022-02-25,2025-08-15
R0023854,1,26.47,26.47,2020-10-21,2020-10-21
R0036365,3,93.24000000000001,31.080000000000002,2021-12-21,2022-08-20
R0059412,2,137.47,68.735,2021-06-21,2024-01-26
R0058150,6,364.64,65.60833333333333,2020-05-23,2025-10-15
R0068641,1,13.21,13.21,2020-08-03,2020-08-03
R0055745,1,47.53,47.53,2024-09-01,2024-09-01
R0038920,2,68.29,85.75,2022-01-20,2024-02-13
R0009900,2,22.25,41.025,2020-10-21,2023-04-22
R0067441,2,106.08,62.945,2022-06-02,2022-09-26
R0073032,3,216.75,72.25,2020-01-27,2021-10-11
R0012697,5,241.39999999999998,48.279999999999994,2021-01-01,2021-05-19
R0033633,2,82.72,41.36,2021-10-08,2025-05-04
R0057933,3,33.78,26.603333333333335,2020-03-20,2023-03-22
R0068883,2,135.12,67.56,2020-07-21,2020-07-21
R0068957,2,0.0,103.51500000000001,2023-01-28,2024-03-21
R0064441,1,52.59,52.59,2020-06-12,2020-06-12
R0044892,3,149.5,60.03666666666667,2022-05-16,2024-04-22
R0066996,2,93.5,46.75,2020-08-08,2020-08-08
R0009046,1,64.48,64.48,2024-12-18,2024-12-18
R0029722,1,55.29,55.29,2022-05-25,2022-05-25
R0069559,2,100.76,50.38,2020-03-11,2020-03-11
R0051463,4,201.54000000000002,77.0275,2020-04-26,2021-09-18
R0021864,3,180.73,60.24333333333333,2020-06-06,2022-09-24
R0059545,1,72.79,72.79,2020-11-19,2020-11-19
R0061582,2,67.56,61.144999999999996,2020-03-10,2025-06-24
R0015388,1,23.86,23.86,2020-07-01,2020-07-01
R0044673,2,82.19,82.695,2024-10-25,2025-02-03
R0041190,1,15.37,15.37,2020-04-09,2020-04-09
R0036353,2,24.09,45.635000000000005,2023-06-24,2025-05-13
R0050280,1,23.85,23.85,2021-08-20,2021-08-20
R0018761,4,63.92,39.4925,2020-11-12,2021-04-19
R0017582,1,57.85,57.85,2023-05-14,2023-05-14
R0005854,2,0.0,20.85,2024-06-26,2024-06-26
R0071157,1,13.61,13.61,2023-05-26,2023-05-26
R0061295,2,74.73,72.08500000000001,2020-01-03,2021-06-07
R0021093,1,42.27,42.27,2025-11-15,2025-11-15
R0022307,1,40.15,40.15,2024-07-12,2024-07-12
R0034460,1,82.87,82.87,2022-12-26,2022-12-26
R0051365,1,36.26,36.26,2020-02-16,2020-02-16
R0050782,3,108.0,36.0,2020-01-10,2020-01-10
R0040147,5,180.85,54.206,2020-01-14,2022-12-16
R0065943,2,49.41,66.25,2023-01-15,2024-04-03
R0041330,1,11.36,11.36,2021-06-16,2021-06-16
R0035310,1,68.57,68.57,2025-08-28,2025-08-28
R0037929,1,28.53,28.53,2021-09-05,2021-09-05
R0059657,1,14.47,14.47,2025-07-06,2025-07-06
R0006047,3,198.32999999999998,66.11,2025-07-12,2025-07-12
R0048396,5,98.43,44.042,2021-12-15,2024-08-15
R0064981,1,131.68,131.68,2024-02-02,2024-02-02
R0007151,4,301.08,75.27,2023-08-24,2023-08-24
R0026388,1,46.86,46.86,2025-02-05,2025-02-05
R0069522,3,177.67000000000002,59.223333333333336,2023-05-24,2023-12-02
R0042624,2,68.25999999999999,34.129999999999995,2023-11-13,2025-02-10
R0010202,2,49.2,24.6,2021-11-20,2021-11-20
R0031014,2,86.17,59.93,2020-12-18,2022-10-03
R0043627,1,74.54,74.54,2021-10-08,2021-10-08
R0012214,1,68.14,68.14,2022-09-10,2022-09-10
R0066251,3,50.38,42.336666666666666,2020-03-02,2020-05-28
R0071442,1,79.43,79.43,2023-04-23,2023-04-23
R0032543,3,138.03,46.01,2023-10-21,2023-10-21
R0050973,2,72.84,36.42,2020-01-02,2025-11-26
R0007310,1,70.35,70.35,2020-04-14,2020-04-14
R0070807,2,97.14,48.57,2020-12-24,2023-12-02
R0030617,1,58.91,58.91,2023-01-19,2023-01-19
R0025744,2,156.0,78.0,2024-10-20,2024-10-20
R0046968,3,143.7,47.9,2022-09-10,2022-12-04
R0013113,2,47.89,47.085,2023-03-14,2024-01-04
R0029499,1,67.19,67.19,2023-04-16,2023-04-16
R0004688,1,85.98,85.98,2022-11-18,2022-11-18
R0043533,1,0.0,60.77,2022-07-15,2022-07-15
R0004803,3,126.57,42.19,2023-03-03,2025-08-23
R0061131,1,35.05,35.05,2024-05-20,2024-05-20
R0015080,2,28.32,52.135000000000005,2025-02-18,2025-05-18
R0027680,4,208.29000000000002,62.7,2023-08-22,2024-04-19
R0028910,1,121.1,121.1,2020-08-24,2020-08-24
R0004627,2,114.44,57.22,2023-09-17,2025-09-07
R0012157,1,89.74,89.74,2023-04-21,2023-04-21
R0059814,1,38.94,38.94,2022-04-25,2022-04-25
R0029647,2,59.51,53.459999999999994,2020-10-24,2021-11-09
R0007531,6,269.37,51.30833333333334,2021-01-16,2025-01-05
R0059220,2,116.14,58.07,2023-04-06,2023-04-06
R0070826,5,193.23999999999995,63.79399999999998,2021-10-23,2025-07-26
R0004216,2,79.08000000000001,39.540000000000006,2024-01-12,2024-05-03
R0066483,1,60.62,60.62,2020-01-04,2020-01-04
R0028252,2,66.0,33.0,2021-05-28,2021-05-28
R0069824,1,59.68,59.68,2021-06-13,2021-06-13
R0031841,3,141.14,72.23333333333333,2024-07-26,2024-10-14
R0017249,1,61.57,61.57,2024-11-06,2024-11-06
R0031374,3,136.39000000000001,45.46333333333334,2020-07-22,2021-09-16
R0002174,1,0.0,63.9,2025-11-20,2025-11-20
R0037575,1,39.89,39.89,2021-03-05,2021-03-05
R0056622,2,69.28,57.89,2023-02-02,2024-11-15
R0053301,1,47.81,47.81,2023-05-12,2023-05-12
R0066045,4,77.88,38.2175,2022-10-20,2024-07-10
R0041041,3,94.86,66.28333333333333,2022-04-26,2022-10-17
R0031177,2,106.32,53.16,2021-04-19,2021-04-19
R0029513,5,220.21,44.042,2020-01-11,2025-09-28
R0005935,2,47.83,61.75,2024-09-12,2024-10-08
R0013770,1,53.49,53.49,2024-04-05,2024-04-05
R0074282,4,72.66,43.3475,2020-10-25,2023-09-06
R0034024,4,224.51999999999998,56.129999999999995,2021-02-06,2023-12-20
R0048403,2,62.52,49.260000000000005,2021-07-15,2023-06-10
R0033830,2,31.83,30.025,2022-04-11,2025-09-08
R0016221,1,33.54,33.54,2020-12-11,2020-12-11
R0042290,1,46.29,46.29,2025-07-23,2025-07-23
R0060945,1,22.52,22.52,2023-02-24,2023-02-24
R0034149,2,62.76,53.355000000000004,2020-07-09,2023-03-14
R0045233,9,360.15,58.87222222222221,2021-07-18,2023-05-01
R0030546,2,69.43,64.82000000000001,2021-06-09,2022-06-24
R0017558,1,58.86,58.86,2025-12-19,2025-12-19
R0031988,5,414.06,82.812,2020-09-15,2023-04-28
R0008056,2,68.23,52.58,2021-09-13,2023-09-17
R0045912,5,274.6,69.65,2020-04-21,2023-03-07
R0020260,1,33.96,33.96,2022-07-25,2022-07-25
R0025539,6,235.54,42.391666666666666,2020-01-18,2025-09-20
R0040970,4,340.72,85.18,2023-07-19,2025-06-10
R0025980,1,0.0,101.5,2020-07-02,2020-07-02
R0043167,2,94.04,78.88,2020-06-07,2024-12-07
R0044126,2,31.98,15.99,2022-08-28,2022-08-28
R0012485,2,99.65,63.95,2021-08-01,2023-07-02
R0065490,2,38.75,36.105000000000004,2022-01-09,2024-10-14
R0007098,3,26.43,44.82666666666666,2021-02-08,2023-12-18
R0039546,1,62.52,62.52,2022-09-08,2022-09-08
R0039128,2,88.96,51.404999999999994,2024-05-06,2025-06-09
R0067906,6,141.68,53.025,2020-12-23,2023-08-25
R0008061,2,121.98,60.99,2021-02-09,2021-02-09
R0043561,1,40.48,40.48,2021-05-15,2021-05-15
R0027543,2,141.88,70.94,2020-04-06,2020-04-06
R0018109,1,61.36,61.36,2022-01-25,2022-01-25
R0002517,3,125.56,56.51666666666667,2020-04-16,2022-04-05
R0034187,1,26.33,26.33,2022-11-19,2022-11-19
R0015812,1,0.0,42.67,2022-08-08,2022-08-08
R0032208,1,50.8,50.8,2024-07-05,2024-07-05
R0027587,2,57.05,59.715,2022-10-17,2023-10-27
R0037050,2,87.88,55.07,2020-05-09,2025-02-02
R0002343,3,214.26,71.42,2022-12-02,2022-12-02
R0065038,6,209.18,54.23666666666666,2020-07-22,2024-10-20
R0014454,1,66.64,66.64,2021-07-25,2021-07-25
R0033688,2,61.08,30.54,2023-07-04,2023-08-25
R0026298,2,82.6,41.3,2025-03-25,2025-03-25
R0010505,1,67.45,67.45,2025-07-18,2025-07-18
R0010318,4,226.96000000000004,56.74000000000001,2021-09-07,2023-05-11
R0000285,4,91.9,22.975,2021-01-15,2022-04-16
R0009437,4,276.91,82.105,2020-08-03,2025-11-28
R0050728,2,0.0,48.325,2023-05-24,2024-02-06
R0068084,7,277.3,54.91857142857143,2021-02-16,2023-07-28
R0035306,1,39.5,39.5,2023-06-02,2023-06-02
R0041122,5,304.03,60.806,2020-03-19,2025-01-22
R0043919,2,14.01,39.07,2021-12-01,2022-06-27
R0043114,4,302.34000000000003,93.4175,2023-03-19,2023-04-01
R0033401,1,56.59,56.59,2025-07-13,2025-07-13
R0007658,4,171.41000000000003,42.852500000000006,2020-06-17,2024-08-01
R0030303,2,134.26,67.13,2023-11-20,2023-11-20
R0056181,3,159.96,53.32,2025-04-22,2025-04-22
R0041014,3,159.06,53.02,2023-09-22,2023-09-22
R0055063,2,16.85,34.510000000000005,2021-10-13,2024-12-20
R0023706,2,53.13,48.655,2020-03-16,2023-04-14
R0026082,3,182.64000000000001,60.88,2021-07-10,2021-07-10
R0040633,1,69.38,69.38,2021-11-16,2021-11-16
R0072051,1,52.11,52.11,2021-10-01,2021-10-01
R0032222,1,22.61,22.61,2020-12-18,2020-12-18
R0002298,1,26.36,26.36,2021-01-02,2021-01-02
R0061509,3,0.0,52.41333333333333,2022-08-09,2023-04-16
R0002209,3,35.29,62.300000000000004,2024-05-18,2025-07-24
R0020005,2,127.4,63.7,2022-12-13,2024-11-27
R0037712,1,24.99,24.99,2022-02-01,2022-02-01
R0055202,1,0.0,62.03,2022-01-23,2022-01-23
R0055817,2,122.16,61.08,2020-09-11,2021-05-25
R0034156,2,96.44,48.22,2024-09-24,2024-09-24
R0031776,3,43.05,62.919999999999995,2020-08-20,2025-06-22
R0031973,1,64.83,64.83,2025-06-20,2025-06-20
R0014067,1,21.83,21.83,2020-11-20,2020-11-20
R0048372,1,46.34,46.34,2020-10-07,2020-10-07
R0045084,1,55.92,55.92,2024-05-11,2024-05-11
R0035873,4,193.51000000000002,48.377500000000005,2025-08-21,2025-11-27
R0009074,3,94.17,50.04666666666666,2021-03-10,2025-01-17
R0026943,2,91.04,45.52,2023-03-08,2023-03-08
R0010478,1,37.25,37.25,2022-11-20,2022-11-20
R0066291,1,44.42,44.42,2022-08-14,2022-08-14
R0061916,5,152.77,30.554000000000002,2021-12-21,2025-06-17
R0045780,2,196.92,98.46,2023-06-18,2023-06-18
R0062164,1,45.57,45.57,2021-11-26,2021-11-26
R0017863,9,609.27,67.69666666666666,2020-07-02,2024-09-28
R0060025,2,115.74,57.87,2025-09-04,2025-09-04
R0068985,4,258.21,90.625,2021-07-27,2024-11-04
R0010414,3,143.5,59.32,2020-05-14,2023-08-07
R0050747,1,56.62,56.62,2020-08-12,2020-08-12
R0033387,3,248.04000000000002,82.68,2024-07-08,2024-07-08
R0025056,1,60.57,60.57,2023-03-21,2023-03-21
R0068498,1,39.11,39.11,2024-11-21,2024-11-21
R0047249,3,197.93,65.97666666666667,2020-08-03,2025-08-26
R0014759,3,213.81,71.27,2023-01-08,2023-01-08
R0002956,3,131.14,43.71333333333333,2020-11-12,2023-04-15
R0028497,4,231.07999999999998,69.185,2022-08-07,2024-01-08
R0046283,1,35.87,35.87,2025-05-05,2025-05-05
R0040751,6,234.64,49.34,2020-09-11,2025-09-16
R0049173,1,83.91,83.91,2024-02-16,2024-02-16
R0043190,2,64.5,50.864999999999995,2023-03-17,2025-12-05
R0074536,3,38.97,68.86666666666667,2020-03-06,2021-02-28
R0037819,2,63.02,31.51,2021-12-18,2021-12-18
R0063163,2,70.08,76.255,2020-01-27,2023-03-24
R0055304,2,106.53999999999999,53.269999999999996,2021-08-23,2023-01-07
R0010605,4,52.71,17.57,2020-11-25,2020-11-25
R0007903,3,95.12,50.67333333333334,2020-06-05,2022-03-20
R0022269,1,28.57,28.57,2022-05-05,2022-05-05
R0059361,2,72.84,75.215,2024-05-21,2025-04-14
R0062420,3,167.88,55.96,2020-12-10,2020-12-10
R0017836,1,27.28,27.28,2022-01-05,2022-01-05
R0035358,2,28.28,14.14,2021-03-26,2021-03-26
R0019192,2,111.72,55.86,2025-10-19,2025-10-19
R0004095,1,48.84,48.84,2025-04-10,2025-04-10
R0058827,1,68.11,68.11,2024-05-02,2024-05-02
R0020891,5,183.01999999999998,49.278,2021-03-21,2024-01-25
R0024545,2,29.47,34.849999999999994,2023-02-28,2025-08-22
R0053378,2,85.24000000000001,42.620000000000005,2025-01-26,2025-11-06
R0010474,3,45.55,75.52666666666666,2021-01-04,2025-08-09
R0017556,5,219.31,43.862,2021-11-28,2022-09-27
R0005150,2,120.74,60.37,2022-11-19,2022-11-19
R0052422,2,70.48,35.24,2020-05-13,2023-04-21
R0038804,4,144.82,42.4725,2021-02-01,2025-09-22
R0001749,2,35.62,55.965,2021-04-19,2024-12-13
R0014613,1,33.95,33.95,2025-05-27,2025-05-27
R0047385,2,117.63999999999999,58.81999999999999,2020-01-19,2020-09-20
R0052611,2,104.22,52.11,2022-02-23,2022-02-23
R0026343,2,93.4,46.7,2020-03-18,2024-11-15
R0071741,2,151.24,75.62,2024-11-15,2024-11-15
R0047554,1,59.01,59.01,2024-05-03,2024-05-03
R0023784,2,51.54,25.77,2024-12-26,2024-12-26
R0037625,4,78.96,55.919999999999995,2022-06-13,2025-12-03
R0002013,3,160.47,53.49,2025-04-23,2025-04-23
R0030437,1,30.81,30.81,2023-11-18,2023-11-18
R0032179,2,88.58,44.29,2023-08-20,2023-08-20
R0050536,2,101.36,50.68,2020-11-18,2020-11-18
R0033832,1,39.31,39.31,2022-02-11,2022-02-11
R0057212,2,130.52,65.26,2022-04-05,2022-04-05
R0054722,2,58.4,42.65,2025-07-10,2025-09-27
R0059453,2,122.34,61.17,2020-04-12,2020-04-12
R0032088,5,432.19,86.438,2023-04-19,2023-06-04
R0006316,3,101.14,47.01,2021-02-20,2024-11-19
R0069500,4,75.66,35.4725,2020-01-03,2022-10-28
R0051039,1,90.91,90.91,2023-02-24,2023-02-24
R0039187,1,54.74,54.74,2020-11-01,2020-11-01
R0006484,4,141.33,35.3325,2021-08-03,2024-10-12
R0059532,1,83.51,83.51,2020-04-08,2020-04-08
R0017124,1,68.52,68.52,2021-11-12,2021-11-12
R0009054,3,49.36,51.61333333333332,2020-10-22,2024-08-04
R0050406,1,61.59,61.59,2021-07-10,2021-07-10
R0021242,2,153.64,76.82,2024-01-01,2024-01-01
R0030900,3,256.5,128.25,2023-01-05,2023-01-05
R0074662,4,35.82,53.8525,2022-04-19,2025-12-08
R0017265,4,172.14,43.035,2021-07-18,2022-07-28
R0029379,1,43.24,43.24,2023-10-20,2023-10-20
R0010903,4,77.91,43.7725,2020-09-13,2022-03-23
R0068416,1,12.77,12.77,2020-04-12,2020-04-12
R0010284,5,239.96,66.636,2023-10-14,2024-10-22
R0049661,1,25.11,25.11,2022-02-19,2022-02-19
R0041409,1,47.18,47.18,2023-08-22,2023-08-22
R0047006,6,295.79999999999995,55.29666666666666,2024-01-26,2024-06-10
R0062561,3,166.46,69.17,2022-04-01,2025-05-20
R0021124,1,71.27,71.27,2022-10-04,2022-10-04
R0046146,4,244.21000000000004,61.05250000000001,2021-09-18,2024-06-25
R0004057,2,64.96,49.28999999999999,2020-09-27,2024-05-06
R0038444,4,152.6,52.8,2025-03-19,2025-05-24
R0063234,1,30.98,30.98,2020-03-25,2020-03-25
R0015325,1,76.08,76.08,2021-12-15,2021-12-15
R0025444,2,63.0,75.455,2022-12-23,2024-02-10
R0064390,2,80.01,61.300000000000004,2020-05-06,2023-12-24
R0038680,1,96.81,96.81,2024-10-10,2024-10-10
R0014375,4,235.75,58.9375,2023-11-28,2025-06-04
R0032759,1,20.47,20.47,2021-08-07,2021-08-07
R0010510,3,84.78999999999999,58.82666666666666,2020-02-25,2025-05-03
R0048424,1,29.13,29.13,2025-10-02,2025-10-02
R0040836,1,0.0,39.44,2025-07-26,2025-07-26
R0067478,2,135.41,67.705,2023-12-14,2025-04-03
R0069871,2,58.26,69.86,2023-06-22,2025-03-04
R0050259,2,78.82,39.41,2024-03-18,2024-03-18
R0041479,2,50.18,50.18,2020-11-26,2020-11-26
R0022473,1,56.16,56.16,2021-02-10,2021-02-10
R0060057,1,26.2,26.2,2021-02-07,2021-02-07
R0074116,1,34.34,34.34,2025-06-21,2025-06-21
R0043542,3,92.78,65.80666666666667,2020-09-08,2021-06-04
R0065372,1,77.71,77.71,2023-02-14,2023-02-14
R0064045,2,177.56,88.78,2020-08-03,2020-08-03
R0031380,3,69.53,34.98,2022-09-25,2023-12-27
R0013829,4,262.1,79.13000000000001,2022-07-05,2025-05-05
R0021658,1,95.47,95.47,2020-01-04,2020-01-04
R0061223,2,102.65,51.325,2020-10-14,2023-12-25
R0041415,1,38.29,38.29,2021-01-04,2021-01-04
R0001209,4,162.73000000000002,40.682500000000005,2023-09-26,2025-05-05
R0033617,2,66.12,33.06,2025-02-07,2025-02-07
R0063362,3,49.98,45.086666666666666,2022-06-04,2025-09-14
R0046880,3,232.26,77.42,2021-08-15,2021-08-15
R0039831,1,15.41,15.41,2023-01-06,2023-01-06
R0059577,3,58.33,63.50666666666666,2020-02-07,2024-09-09
R0065603,2,80.58,40.29,2024-12-10,2024-12-10
R0041825,2,107.78,53.89,2020-09-01,2020-09-01
R0019021,2,57.07,28.535,2020-01-19,2021-02-21
R0011561,2,42.4,29.93,2021-04-05,2024-08-03
R0055336,2,166.08,83.04,2022-07-23,2022-07-23
R0058509,3,67.85,75.52,2021-03-02,2023-05-08
R0049662,3,75.47,29.363333333333333,2022-08-06,2025-09-28
R0005046,3,68.84,38.653333333333336,2020-11-17,2023-12-17
R0051023,3,141.06,47.02,2025-01-13,2025-01-13
R0009719,1,49.39,49.39,2021-09-17,2021-09-17
R0073389,4,81.39,35.0625,2022-08-09,2025-03-09
R0006144,3,181.56,81.84,2020-11-08,2023-09-09
R0034595,2,54.63,71.11,2024-08-15,2025-02-13
R0032133,1,54.84,54.84,2022-02-14,2022-02-14
R0027622,1,13.35,13.35,2024-11-18,2024-11-18
R0072342,1,58.18,58.18,2024-10-09,2024-10-09
R0051630,1,70.39,70.39,2024-08-21,2024-08-21
R0020113,1,55.36,55.36,2025-08-24,2025-08-24
R0002617,3,68.39,30.973333333333333,2023-06-13,2024-03-10
R0043926,1,40.41,40.41,2023-04-13,2023-04-13
R0046946,1,53.79,53.79,2024-03-04,2024-03-04
R0063998,2,36.25,48.394999999999996,2022-04-15,2025-11-15
R0056119,3,89.22,52.15333333333333,2020-02-21,2025-04-10
R0053603,1,75.57,75.57,2022-04-04,2022-04-04
R0005111,2,186.2,93.1,2025-02-19,2025-02-19
R0008268,1,108.1,108.1,2020-03-14,2020-03-14
R0067252,2,73.3,54.095,2024-10-05,2025-02-08
R0041126,2,92.57000000000001,46.285000000000004,2024-06-26,2024-12-13
R0047500,2,37.68,30.505,2021-04-11,2023-11-21
R0047419,3,165.96,55.32,2023-02-21,2023-02-21
R0069144,2,97.67,48.835,2021-02-11,2024-02-22
R0037450,2,154.39,77.195,2021-12-21,2024-01-12
R0032531,3,56.4,80.35000000000001,2021-02-15,2024-02-24
R0046276,1,50.38,50.38,2023-10-15,2023-10-15
R0069338,1,66.99,66.99,2025-06-02,2025-06-02
R0073090,1,0.0,99.1,2022-11-22,2022-11-22
R0027505,1,19.38,19.38,2024-01-05,2024-01-05
R0070745,1,72.86,72.86,2020-05-08,2020-05-08
R0011953,5,137.04,43.596,2020-02-06,2021-10-27
R0039077,2,80.86,71.46000000000001,2020-01-17,2023-05-12
R0006639,5,343.80999999999995,68.76199999999999,2022-07-17,2022-10-26
R0027634,1,108.73,108.73,2024-02-20,2024-02-20
R0049629,1,78.93,78.93,2020-09-28,2020-09-28
R0021748,5,124.36999999999999,30.133999999999997,2020-04-04,2021-11-26
R0053739,4,61.290000000000006,36.035,2020-04-09,2024-07-25
R0037033,2,94.1,47.05,2020-01-25,2020-07-26
R0011727,2,135.08,67.54,2025-03-09,2025-03-09
R0060563,4,214.44,92.2725,2020-02-06,2021-09-06
R0018534,4,107.12,49.195,2020-03-20,2024-10-26
R0058992,1,61.15,61.15,2022-10-14,2022-10-14
R0053759,2,31.42,34.75,2023-02-10,2023-12-28
R0033539,2,23.41,30.54,2021-01-19,2024-03-10
R0016657,2,28.74,34.365,2022-01-15,2025-03-12
R0030351,3,89.16,29.72,2022-10-13,2022-10-13
R0058785,1,53.21,53.21,2024-10-02,2024-10-02
R0032132,1,61.8,61.8,2025-10-01,2025-10-01
R0027797,2,37.63,31.98,2020-09-27,2025-01-03
R0070463,1,64.53,64.53,2020-04-13,2020-04-13
R0025809,2,83.86,41.93,2023-09-02,2023-09-02
R0017470,1,48.1,48.1,2020-09-16,2020-09-16
R0033844,2,132.14,66.07,2022-07-27,2022-07-27
R0040083,5,180.84,68.42800000000001,2024-05-24,2025-05-07
R0015492,1,53.51,53.51,2024-01-06,2024-01-06
R0069113,4,190.08,47.52,2021-11-15,2021-11-15
R0034798,2,108.74,54.37,2020-08-14,2020-08-14
R0058303,5,312.88,76.752,2020-12-15,2022-03-14
R0035061,6,173.62,46.845,2021-05-08,2023-01-21
R0032028,2,30.58,31.119999999999997,2022-07-18,2024-09-27
R0009975,1,61.33,61.33,2024-05-18,2024-05-18
R0003794,2,83.46,41.73,2021-11-04,2021-11-04
R0012508,2,27.9,26.985,2022-04-07,2022-10-20
R0059225,2,89.08,44.54,2021-05-06,2021-05-06
R0054012,1,54.46,54.46,2023-02-04,2023-02-04
R0041859,3,91.44,30.48,2021-10-27,2021-10-27
R0033561,3,39.43,70.36,2020-03-28,2025-09-26
R0044822,1,42.15,42.15,2021-11-16,2021-11-16
R0025452,3,72.62,40.03666666666667,2021-09-17,2022-06-04
R0035475,4,510.29999999999995,141.5925,2023-01-01,2024-09-14
R0018566,2,62.64,31.32,2025-10-19,2025-10-19
R0026656,1,50.47,50.47,2020-10-16,2020-10-16
R0044544,2,23.69,23.055,2021-08-16,2021-10-17
R0008459,3,235.56,78.52,2022-08-01,2022-08-01
R0045557,3,45.21,52.92666666666668,2020-03-01,2025-12-01
R0071215,4,81.28,35.6625,2023-03-26,2025-02-28
R0027538,2,76.97,67.71000000000001,2020-06-15,2025-01-18
R0014144,4,453.2,113.3,2020-12-01,2020-12-01
R0004536,1,29.89,29.89,2023-05-15,2023-05-15
R0052636,3,78.48,51.71,2021-12-15,2025-01-16
R0035189,2,47.01,47.01,2022-11-12,2022-11-12
R0072078,4,68.42,67.695,2023-05-09,2025-11-15
R0051399,2,98.56,49.28,2025-10-09,2025-10-09
R0012555,1,49.92,49.92,2025-03-19,2025-03-19
R0041347,1,103.22,103.22,2023-10-16,2023-10-16
R0002083,2,62.96,61.89,2020-08-11,2022-08-14
R0049403,1,82.62,82.62,2023-09-10,2023-09-10
R0001432,2,154.92,77.46,2024-08-02,2024-08-02
R0060407,4,179.97,48.707499999999996,2022-04-22,2022-07-19
R0070476,2,138.74,69.37,2024-11-11,2024-11-11
R0052337,1,26.52,26.52,2021-03-14,2021-03-14
R0036242,2,99.7,49.85,2024-11-13,2024-11-13
R0020458,5,238.12,54.339999999999996,2020-12-24,2025-12-03
R0008853,2,84.31,84.31,2020-07-20,2020-07-20
R0044041,1,30.83,30.83,2024-08-12,2024-08-12
R0048251,3,0.0,40.26666666666666,2021-12-19,2025-11-02
R0000795,4,139.96,62.28,2022-09-02,2025-03-11
R0044824,3,106.16,53.080000000000005,2025-06-09,2025-06-09
R0031867,2,36.4,18.2,2021-03-07,2021-03-07
R0061336,3,124.57,41.52333333333333,2021-11-28,2023-01-06
R0052595,1,26.01,26.01,2024-05-02,2024-05-02
R0006812,2,44.88,57.80500000000001,2023-02-12,2025-06-25
R0047133,3,150.86,75.43,2021-08-11,2021-08-11
R0068992,2,62.69,77.16499999999999,2021-12-27,2022-03-21
R0006409,2,73.45,69.63,2023-09-09,2023-12-14
